plant_group,genus,species,family,status,priority,collected by feb 2021
Bryophyte,Frullania,teneriffae,Frullaniaceae,dtol,,
Bryophyte,Funaria,hygrometrica,Funariaceae,dtol_family_representative,,
Bryophyte,Geocalyx,graveolens,Geocalycaceae,dtol_family_representative,yes,
Bryophyte,Glyphomitrium,daviesii,Rhabdoweisiaceae,dtol,,
Bryophyte,Gongylanthus,ericetorum,Southbyaceae,dtol_family_representative,,
Bryophyte,Grimmia,ramondii,Grimmiaceae,dtol_family_representative,,yes
Bryophyte,Grimmia,alpestris,Grimmiaceae,dtol,,
Bryophyte,Grimmia,anodon,Grimmiaceae,dtol,,
Bryophyte,Grimmia,anomala,Grimmiaceae,dtol,,
Bryophyte,Grimmia,arenaria,Grimmiaceae,dtol,,
Bryophyte,Grimmia,atrata,Grimmiaceae,dtol,,
Bryophyte,Grimmia,crinita,Grimmiaceae,dtol,,
Bryophyte,Grimmia,decipiens,Grimmiaceae,dtol,,
Bryophyte,Grimmia,dissimulata,Grimmiaceae,dtol,,
Bryophyte,Grimmia,donniana,Grimmiaceae,dtol,,
Bryophyte,Grimmia,elatior,Grimmiaceae,dtol,,
Bryophyte,Grimmia,elongata,Grimmiaceae,dtol,,
Bryophyte,Grimmia,funalis,Grimmiaceae,dtol,,
Bryophyte,Grimmia,hartmanii,Grimmiaceae,dtol,,
Bryophyte,Grimmia,incurva,Grimmiaceae,dtol,,
Bryophyte,Grimmia,laevigata,Grimmiaceae,dtol,,
Bryophyte,Grimmia,lisae,Grimmiaceae,dtol,,
Bryophyte,Grimmia,longirostris,Grimmiaceae,dtol,,
Bryophyte,Grimmia,montana,Grimmiaceae,dtol,,
Bryophyte,Grimmia,muehlenbeckii,Grimmiaceae,dtol,,
Bryophyte,Grimmia,orbicularis,Grimmiaceae,dtol,,
Bryophyte,Grimmia,ovalis,Grimmiaceae,dtol,,
Bryophyte,Grimmia,pulvinata,Grimmiaceae,dtol,yes,
Bryophyte,Grimmia,reflexidens,Grimmiaceae,dtol,,
Bryophyte,Grimmia,tergestina,Grimmiaceae,dtol,,
Bryophyte,Grimmia,torquata,Grimmiaceae,dtol,,
Bryophyte,Grimmia,trichophylla,Grimmiaceae,dtol,,
Bryophyte,Grimmia,unicolor,Grimmiaceae,dtol,,
Bryophyte,Gymnocolea,inflata,Anastrophyllaceae,dtol,,
Bryophyte,Gymnomitrion,adustum,Gymnomitriaceae,dtol,,
Bryophyte,Gymnomitrion,alpinum,Gymnomitriaceae,dtol,,
Bryophyte,Gymnomitrion,brevissimum,Gymnomitriaceae,dtol,,
Bryophyte,Gymnomitrion,concinnatum,Gymnomitriaceae,dtol,,
Bryophyte,Gymnomitrion,corallioides,Gymnomitriaceae,dtol,,
Bryophyte,Gymnomitrion,crenulatum,Gymnomitriaceae,dtol,,
Bryophyte,Gymnomitrion,obtusum,Gymnomitriaceae,dtol,,
Bryophyte,Gymnostomum,aeruginosum,Pottiaceae,dtol,,
Bryophyte,Gymnostomum,calcareum,Pottiaceae,dtol,,
Bryophyte,Gymnostomum,viridulum,Pottiaceae,dtol,,
Bryophyte,Gyroweisia,reflexa,Pottiaceae,dtol,,
Bryophyte,Gyroweisia,tenuis,Pottiaceae,dtol,,
Bryophyte,Habrodon,perpusillus,Habrodontaceae,dtol_family_representative,yes,
Bryophyte,Hageniella,micans,Hylocomiaceae,dtol,,
Bryophyte,Hamatocaulis,vernicosus,Scorpidiaceae,dtol,,
Bryophyte,Haplomitrium,hookeri,Haplomitriaceae,dtol_family_representative,yes,
Bryophyte,Harpalejeunea,molleri,Lejeuneaceae,dtol,,
Bryophyte,Harpanthus,flotovianus,Harpanthaceae,dtol_family_representative,yes,
Bryophyte,Harpanthus,scutatus,Harpanthaceae,dtol_family_representative,yes,
Bryophyte,Hedwigia,stellata,Hedwigiaceae,dtol_family_representative,yes,
Bryophyte,Hedwigia,ciliata,Hedwigiaceae,dtol,,
Bryophyte,Hedwigia,striata,Hedwigiaceae,dtol,,
Bryophyte,Helodium,blandowii,Thuidiaceae,dtol,,
Bryophyte,Hennediella,heimii,Pottiaceae,dtol,,
Bryophyte,Hennediella,macrophylla,Pottiaceae,dtol,,
Bryophyte,Hennediella,stanfordensis,Pottiaceae,dtol,,
Bryophyte,Herbertus,borealis,Herbertaceae,dtol_family_representative,yes,
Bryophyte,Herbertus,hutchinsiae,Herbertaceae,dtol_family_representative,yes,
Bryophyte,Herbertus,norenus,Herbertaceae,dtol,,
Bryophyte,Herbertus,stramineus,Herbertaceae,dtol,,
Bryophyte,Herzogiella,seligeri,Plagiotheciaceae,dtol,,
Bryophyte,Herzogiella,striatella,Plagiotheciaceae,dtol,,
Bryophyte,Heterocladiella,dimorpha,Heterocladiellaceae,dtol_family_representative,yes,
Bryophyte,Heterocladium,flaccidum,Lembophyllaceae,dtol,,
Bryophyte,Heterocladium,heteropterum,Lembophyllaceae,dtol,yes,
Bryophyte,Heterocladium,wulfsbergii,Lembophyllaceae,dtol,,
Bryophyte,Heterogemma,capitata,Lophoziaceae,dtol,,
Bryophyte,Heteroscyphus,fissistipus,Lophocoleaceae,dtol,,
Bryophyte,Homalia,trichomanoides,Neckeraceae,dtol,,
Bryophyte,Homalothecium,sericeum,Brachytheciaceae,dtol_family_representative,,yes
Bryophyte,Homalothecium,lutescens,Brachytheciaceae,dtol,,
Bryophyte,Homomallium,incurvatum,Pylaisiaceae,dtol,,
Bryophyte,Hookeria,lucens,Hookeriaceae,dtol_family_representative,yes,
Bryophyte,Hygroamblystegium,fluviatile,Amblystegiaceae,dtol,,
Bryophyte,Hygroamblystegium,humile,Amblystegiaceae,dtol,,
Bryophyte,Hygroamblystegium,tenax,Amblystegiaceae,dtol,,
Bryophyte,Hygroamblystegium,varium,Amblystegiaceae,dtol,,
Bryophyte,Hygrobiella,laxifolia,Hygrobiellaceae,dtol_family_representative,yes,
Bryophyte,Hygrohypnella,ochracea,Scorpidiaceae,dtol,yes,
Bryophyte,Hygrohypnella,polaris,Scorpidiaceae,dtol,,
Bryophyte,Hygrohypnum,luridum,Amblystegiaceae,dtol,,
Bryophyte,Hygrohypnum,styriacum,Amblystegiaceae,dtol,,
Bryophyte,Hylocomiadelphus,triquetrus,Hylocomiaceae,dtol_family_representative,,
Bryophyte,Hylocomiastrum,pyrenaicum,Hylocomiaceae,dtol,,
Bryophyte,Hylocomiastrum,umbratum,Hylocomiaceae,dtol,,
Bryophyte,Hylocomium,splendens,Hylocomiaceae,dtol,yes,yes
Bryophyte,Hymenoloma,crispulum,Rhabdoweisiaceae,dtol,,
Bryophyte,Hymenostylium,recurvirostrum,Pottiaceae,dtol,,
Bryophyte,Hylocomium,armoricum,Hylocomiaceae,dtol_family_representative,yes,
Bryophyte,Hypnum,andoi,Hypnaceae,dtol_family_representative,yes,yes
Bryophyte,Hypnum,cupressiforme,Hypnaceae,dtol_family_representative,,yes
Bryophyte,Hypnum,imponens,Hypnaceae,dtol,,
Bryophyte,Hypnum,jutlandicum,Hypnaceae,dtol,yes,
Bryophyte,Hypnum,uncinulatum,Hypnaceae,dtol,,
Bryophyte,Isopaches,bicrenatus,Anastrophyllaceae,dtol,,
Bryophyte,Isopterygiopsis,muelleriana,Plagiotheciaceae,dtol,,
Bryophyte,Isopterygiopsis,pulchella,Plagiotheciaceae,dtol,,
Bryophyte,Isothecium,alopecuroides,Lembophyllaceae,dtol_family_representative,yes,yes
Bryophyte,Isothecium,myosuroides,Lembophyllaceae,dtol_family_representative,,yes
Bryophyte,Isothecium,holtii,Lembophyllaceae,dtol,,
Bryophyte,Isothecium,interludens,Lembophyllaceae,dtol,,
Bryophyte,Jubula,hutchinsiae,Jubulaceae,dtol_family_representative,yes,
Bryophyte,Jungermannia,eucordifolia,Jungermanniaceae,dtol_family_representative,,
Bryophyte,Jungermannia,atrovirens,Jungermanniaceae,dtol,,
Bryophyte,Jungermannia,borealis,Jungermanniaceae,dtol,,
Bryophyte,Jungermannia,polaris,Jungermanniaceae,dtol,,
Bryophyte,Jungermannia,pumila,Jungermanniaceae,dtol,yes,
Bryophyte,Kiaeria,blyttii,Rhabdoweisiaceae,dtol,,
Bryophyte,Kiaeria,falcata,Rhabdoweisiaceae,dtol,,
Bryophyte,Kiaeria,glacialis,Rhabdoweisiaceae,dtol,,
Bryophyte,Kiaeria,starkei,Rhabdoweisiaceae,dtol,,
Bryophyte,Kindbergia,praelonga,Brachytheciaceae,dtol_family_representative,,yes
Bryophyte,Kurzia,pauciflora,Lepidoziaceae,dtol,,
Bryophyte,Kurzia,sylvatica,Lepidoziaceae,dtol,,
Bryophyte,Kurzia,trichoclados,Lepidoziaceae,dtol,,
Bryophyte,Lejeunea,patens,Lejeuneaceae,dtol_family_representative,,yes
Bryophyte,Lejeunea,cavifolia,Lejeuneaceae,dtol,yes,
Bryophyte,Lejeunea,eckloniana,Lejeuneaceae,dtol,,
Bryophyte,Lejeunea,flava,Lejeuneaceae,dtol,,
Bryophyte,Lejeunea,hibernica,Lejeuneaceae,dtol,,
Bryophyte,Lejeunea,lamacerina,Lejeuneaceae,dtol,,
Bryophyte,Lejeunea,mandonii,Lejeuneaceae,dtol,,
Bryophyte,Lepidozia,reptans,Lepidoziaceae,dtol_family_representative,yes,yes
Bryophyte,Lepidozia,cupressina,Lepidoziaceae,dtol,,
Bryophyte,Lepidozia,pearsonii,Lepidoziaceae,dtol,,
Bryophyte,Leptobarbula,berica,Pottiaceae,dtol,,
Bryophyte,Leptobryum,pyriforme,Meesiaceae,dtol_family_representative,yes,
Bryophyte,Leptodictyum,riparium,Amblystegiaceae,dtol,,
Bryophyte,Leptodontium,flexifolium,Pottiaceae,dtol,,
Bryophyte,Leptodontium,gemmascens,Pottiaceae,dtol,,
Bryophyte,Leptodontium,proliferum,Pottiaceae,dtol,,
Bryophyte,Leptoscyphus,cuneifolius,Lophocoleaceae,dtol,,
Bryophyte,Leptotheca,gaudichaudii,Orthodontiaceae,dtol,,
Bryophyte,Lescuraea,patens,Pseudoleskeaceae,dtol_family_representative,yes,
Bryophyte,Lescuraea,plicata,Pseudoleskeaceae,dtol_family_representative,yes,
Bryophyte,Lescuraea,incurvata,Pseudoleskeaceae,dtol,,
Bryophyte,Lescuraea,saxicola,Pseudoleskeaceae,dtol,,
Bryophyte,Leskea,polycarpa,Leskeaceae,dtol_family_representative,yes,
Bryophyte,Leucobryum,glaucum,Leucobryaceae,dtol_family_representative,yes,
Bryophyte,Leucobryum,juniperoideum,Leucobryaceae,dtol,,
Bryophyte,Leucodon,sciuroides,Leucodontaceae,dtol_family_representative,yes,
Bryophyte,Lewinskya,acuminata,Orthotrichaceae,dtol,,
Bryophyte,Lewinskya,affinis,Orthotrichaceae,dtol,,
Bryophyte,Lewinskya,rupestris,Orthotrichaceae,dtol,,
Bryophyte,Lewinskya,shawii,Orthotrichaceae,dtol,,
Bryophyte,Lewinskya,speciosa,Orthotrichaceae,dtol,,
Bryophyte,Lewinskya,striata,Orthotrichaceae,dtol,,
Bryophyte,Liochlaena,lanceolata,Jungermanniaceae,dtol,,
Bryophyte,Loeskeobryum,brevirostre,Hylocomiaceae,dtol,,
Bryophyte,Lophocolea,bidentata,Lophocoleaceae,dtol_family_representative,yes,yes
Bryophyte,Lophocolea,bispinosa,Lophocoleaceae,dtol,,
Bryophyte,Lophocolea,brookwoodiana,Lophocoleaceae,dtol,,
Bryophyte,Lophocolea,fragrans,Lophocoleaceae,dtol,,
Bryophyte,Lophocolea,heterophylla,Lophocoleaceae,dtol,,
Bryophyte,Lophocolea,semiteres,Lophocoleaceae,dtol,,
Bryophyte,Lophozia,ventricosa,Lophoziaceae,dtol_family_representative,yes,
Bryophyte,Lophozia,excisa,Lophoziaceae,dtol,,
Bryophyte,Lophozia,guttulata,Lophoziaceae,dtol,,
Bryophyte,Lophozia,longidens,Lophoziaceae,dtol,,
Bryophyte,Lophozia,wenzelii,Lophoziaceae,dtol,,
Bryophyte,Lunularia,cruciata,Lunulariaceae,dtol_family_representative,yes,yes
Bryophyte,Marchantia,polymorpha,Marchantiaceae,dtol_family_representative,yes,
Bryophyte,Marchantia,quadrata,Marchantiaceae,dtol_family_representative,yes,
Bryophyte,Marchesinia,mackaii,Lejeuneaceae,dtol_family_representative,yes,
Bryophyte,Marsupella,emarginata,Gymnomitriaceae,dtol_family_representative,yes,yes
Bryophyte,Marsupella,apiculata,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,arctica,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,boeckii,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,condensata,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,funckii,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,profunda,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,sparsifolia,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,sphacelata,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,sprucei,Gymnomitriaceae,dtol,,
Bryophyte,Marsupella,stableri,Gymnomitriaceae,dtol,,
Bryophyte,Mastigophora,woodsii,Mastigophoraceae,dtol_family_representative,yes,
Bryophyte,Meesia,uliginosa,Meesiaceae,dtol_family_representative,yes,
Bryophyte,Meesia,triquetra,Meesiaceae,dtol,,
Bryophyte,Mesoptychia,bantriensis,Jungermanniaceae,dtol_family_representative,yes,
Bryophyte,Mesoptychia,badensis,Jungermanniaceae,dtol,,
Bryophyte,Mesoptychia,collaris,Jungermanniaceae,dtol,,
Bryophyte,Mesoptychia,fitzgeraldiae,Jungermanniaceae,dtol,,
Bryophyte,Mesoptychia,gillmanii,Jungermanniaceae,dtol,,
Bryophyte,Mesoptychia,heterocolpos,Jungermanniaceae,dtol,,
Bryophyte,Mesoptychia,rutheana,Jungermanniaceae,dtol,,
Bryophyte,Mesoptychia,turbinata,Jungermanniaceae,dtol,,
Bryophyte,Metzgeria,furcata,Metzgeriaceae,dtol_family_representative,yes,yes
Bryophyte,Metzgeria,violacea,Metzgeriaceae,dtol_family_representative,yes,
Bryophyte,Metzgeria,conjugata,Metzgeriaceae,dtol,,
Bryophyte,Metzgeria,consanguinea,Metzgeriaceae,dtol,,
Bryophyte,Metzgeria,leptoneura,Metzgeriaceae,dtol,,
Bryophyte,Metzgeria,pubescens,Metzgeriaceae,dtol,,
Bryophyte,Microbryum,curvicollum,Pottiaceae,dtol,,
Bryophyte,Microbryum,davallianum,Pottiaceae,dtol,,
Bryophyte,Microbryum,floerkeanum,Pottiaceae,dtol,,
Bryophyte,Microbryum,rectum,Pottiaceae,dtol,,
Bryophyte,Microbryum,starckeanum,Pottiaceae,dtol,,
Bryophyte,Microeurhynchium,pumilum,Brachytheciaceae,dtol,,
Bryophyte,Microhypnum,sauteri,Amblystegiaceae,dtol,,
Bryophyte,Microlejeunea,ulicina,Lejeuneaceae,dtol,,
Bryophyte,Micromitrium,tenerum,Micromitriaceae,dtol_family_representative,yes,
Bryophyte,Mielichhoferia,elongata,Mniaceae,dtol,,
Bryophyte,Mielichhoferia,mielichhoferiana,Mniaceae,dtol,yes,
Bryophyte,Mnium,hornum,Mniaceae,dtol_family_representative,,yes
Bryophyte,Mnium,lycopodioides,Mniaceae,dtol,,
Bryophyte,Mnium,marginatum,Mniaceae,dtol,,
Bryophyte,Mnium,spinosum,Mniaceae,dtol,,
Bryophyte,Mnium,stellare,Mniaceae,dtol,,
Bryophyte,Mnium,thomsonii,Mniaceae,dtol,,
Bryophyte,Moerckia,blyttii,Moerckiaceae,dtol_family_representative,yes,
Bryophyte,Moerckia,hibernica,Moerckiaceae,dtol_family_representative,,
Bryophyte,Moerckia,flotoviana,Moerckiaceae,dtol,yes,
Bryophyte,Molendoa,warburgii,Pottiaceae,dtol,,
Bryophyte,Mylia,anomala,Myliaceae,dtol_family_representative,yes,
Bryophyte,Mylia,taylorii,Myliaceae,dtol_family_representative,yes,
Bryophyte,Myrinia,pulvinata,Myriniaceae,dtol_family_representative,yes,
Bryophyte,Myriocoleopsis,minutissima,Lejeuneaceae,dtol,,
Bryophyte,Myurella,julacea,Plagiotheciaceae,dtol,,
Bryophyte,Myurella,tenerrima,Plagiotheciaceae,dtol,,
Bryophyte,Myurium,hochstetteri,Myuriaceae,dtol,,
Bryophyte,Nardia,scalaris,Gymnomitriaceae,dtol_family_representative,yes,
Bryophyte,Nardia,breidleri,Gymnomitriaceae,dtol,,
Bryophyte,Nardia,compressa,Gymnomitriaceae,dtol,,
Bryophyte,Nardia,geoscyphus,Gymnomitriaceae,dtol,,
Bryophyte,Nardia,insecta,Gymnomitriaceae,dtol,,
Bryophyte,Neckera,pumila,Neckeraceae,dtol_family_representative,,yes
Bryophyte,Neckera,complanata,Neckeraceae,dtol,yes,
Bryophyte,Neckera,crispa,Neckeraceae,dtol,,yes
Bryophyte,Neckera,pennata,Neckeraceae,dtol,,
Bryophyte,Neckera,smithii,Neckeraceae,dtol,,
Bryophyte,Nogopterium,gracile,Leucodontaceae,dtol_family_representative,yes,
Bryophyte,Nyholmiella,gymnostoma,Orthotrichaceae,dtol,,
Bryophyte,Nyholmiella,obtusifolia,Orthotrichaceae,dtol,,
Bryophyte,Obtusifolium,obtusum,Cephaloziellaceae,dtol_family_representative,,
Bryophyte,Odontoschisma,sphagni,Cephaloziaceae,dtol_family_representative,,
Bryophyte,Odontoschisma,denudatum,Cephaloziaceae,dtol,yes,
Bryophyte,Odontoschisma,elongatum,Cephaloziaceae,dtol,,
Bryophyte,Odontoschisma,fluitans,Cephaloziaceae,dtol,,
Bryophyte,Odontoschisma,francisci,Cephaloziaceae,dtol,,
Bryophyte,Odontoschisma,macounii,Cephaloziaceae,dtol,,
Bryophyte,Oedipodium,griffithianum,Oedipodiaceae,dtol_family_representative,yes,
Bryophyte,Oleolophozia,perssonii,Cephaloziellaceae,dtol,,
Bryophyte,Oligotrichum,hercynicum,Polytrichaceae,dtol,,
Bryophyte,Oncophorus,integerrimus,Rhabdoweisiaceae,dtol,,
Bryophyte,Oncophorus,virens,Rhabdoweisiaceae,dtol,,
Bryophyte,Oncophorus,wahlenbergii,Rhabdoweisiaceae,dtol,,
Bryophyte,Orthocaulis,atlanticus,Anastrophyllaceae,dtol,,
Bryophyte,Orthocaulis,attenuatus,Anastrophyllaceae,dtol,,
Bryophyte,Orthocaulis,floerkei,Anastrophyllaceae,dtol,yes,
Bryophyte,Orthodontium,lineare,Orthodontiaceae,dtol_family_representative,yes,
Bryophyte,Orthodontium,gracile,Orthodontiaceae,dtol,,
Bryophyte,Orthothecium,intricatum,Plagiotheciaceae,dtol,,
Bryophyte,Orthothecium,rufescens,Plagiotheciaceae,dtol,,
Bryophyte,Orthotrichum,alpestre,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,anomalum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,cambrense,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,columbicum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,cupulatum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,diaphanum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,pallens,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,patens,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,pulchellum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,pumilum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,rivulare,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,rogeri,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,scanicum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,schimperi,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,sprucei,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,stramineum,Orthotrichaceae,dtol,,
Bryophyte,Orthotrichum,tenellum,Orthotrichaceae,dtol,,
Bryophyte,Oxyrrhynchium,hians,Brachytheciaceae,dtol,,
Bryophyte,Oxyrrhynchium,schleicheri,Brachytheciaceae,dtol,,
Bryophyte,Oxyrrhynchium,speciosum,Brachytheciaceae,dtol,,
Bryophyte,Pallavicinia,lyellii,Pallaviciniaceae,dtol_family_representative,yes,
Bryophyte,Paludella,squarrosa,Meesiaceae,dtol,,
Bryophyte,Palustriella,commutata,Amblystegiaceae,dtol_family_representative,,yes
Bryophyte,Palustriella,falcata,Amblystegiaceae,dtol_family_representative,,yes
Bryophyte,Palustriella,decipiens,Amblystegiaceae,dtol,,
Bryophyte,Paraleucobryum,longifolium,Dicranaceae,dtol,,
Bryophyte,Pedinophyllum,interruptum,Plagiochilaceae,dtol,,
Bryophyte,Pellia,endiviifolia,Pelliaceae,dtol_family_representative,yes,
Bryophyte,Pellia,epiphylla,Pelliaceae,dtol_family_representative,yes,yes
Bryophyte,Pellia,neesiana,Pelliaceae,dtol,,
Bryophyte,Petalophyllum,ralfsii,Petalophyllaceae,dtol_family_representative,yes,
Bryophyte,Phaeoceros,carolinianus,Notothyladaceae,dtol_family_representative,yes,
Bryophyte,Phaeoceros,laevis,Notothyladaceae,dtol_family_representative,yes,
Bryophyte,Philonotis,fontana,Bartramiaceae,dtol_family_representative,yes,yes
Bryophyte,Philonotis,caespitosa,Bartramiaceae,dtol,,
Bryophyte,Philonotis,calcarea,Bartramiaceae,dtol,,
Bryophyte,Philonotis,capillaris,Bartramiaceae,dtol,,
Bryophyte,Philonotis,cernua,Bartramiaceae,dtol,,
Bryophyte,Philonotis,marchica,Bartramiaceae,dtol,,
Bryophyte,Philonotis,rigida,Bartramiaceae,dtol,,
Bryophyte,Philonotis,seriata,Bartramiaceae,dtol,,
Bryophyte,Philonotis,tomentella,Bartramiaceae,dtol,,
Bryophyte,Physcomitrium,pyriforme,Funariaceae,dtol_family_representative,yes,
Bryophyte,Physcomitrium,eurystomum,Funariaceae,dtol,,
Bryophyte,Physcomitrium,patens,Funariaceae,dtol,,
Bryophyte,Physcomitrium,readeri,Funariaceae,dtol,,
Bryophyte,Physcomitrium,sphaericum,Funariaceae,dtol,,
Bryophyte,Plagiochila,carringtonii,Plagiochilaceae,dtol_family_representative,yes,
Bryophyte,Plagiochila,porelloides,Plagiochilaceae,dtol_family_representative,yes,yes
Bryophyte,Plagiochila,asplenioides,Plagiochilaceae,dtol,,
Bryophyte,Plagiochila,bifaria,Plagiochilaceae,dtol,,
Bryophyte,Plagiochila,britannica,Plagiochilaceae,dtol,,
Bryophyte,Plagiochila,exigua,Plagiochilaceae,dtol,,
Bryophyte,Plagiochila,heterophylla,Plagiochilaceae,dtol,,
Bryophyte,Plagiochila,punctata,Plagiochilaceae,dtol,,
Bryophyte,Plagiochila,spinulosa,Plagiochilaceae,dtol,,
Bryophyte,Plagiomnium,undulatum,Mniaceae,dtol_family_representative,yes,yes
Bryophyte,Plagiomnium,affine,Mniaceae,dtol,,
Bryophyte,Plagiomnium,cuspidatum,Mniaceae,dtol,,
Bryophyte,Plagiomnium,elatum,Mniaceae,dtol,,
Bryophyte,Plagiomnium,ellipticum,Mniaceae,dtol,,
Bryophyte,Plagiomnium,medium,Mniaceae,dtol,,
Bryophyte,Plagiomnium,rostratum,Mniaceae,dtol,,
Bryophyte,Plagiopus,oederianus,Bartramiaceae,dtol,,
Bryophyte,Plagiothecium,denticulatum,Plagiotheciaceae,dtol_family_representative,,
Bryophyte,Plagiothecium,undulatum,Plagiotheciaceae,dtol_family_representative,yes,yes
Bryophyte,Plagiothecium,cavifolium,Plagiotheciaceae,dtol,,
Bryophyte,Plagiothecium,curvifolium,Plagiotheciaceae,dtol,,
Bryophyte,Plagiothecium,denticulatum,Plagiotheciaceae,dtol,,yes
Bryophyte,Plagiothecium,laetum,Plagiotheciaceae,dtol,,
Bryophyte,Plagiothecium,latebricola,Plagiotheciaceae,dtol,,
Bryophyte,Plagiothecium,nemorale,Plagiotheciaceae,dtol,,
Bryophyte,Plagiothecium,piliferum,Plagiotheciaceae,dtol,,
Bryophyte,Plagiothecium,platyphyllum,Plagiotheciaceae,dtol,,
Bryophyte,Plagiothecium,succulentum,Plagiotheciaceae,dtol,,
Bryophyte,Plasteurhynchium,meridionale,Brachytheciaceae,dtol,,
Bryophyte,Plasteurhynchium,striatulum,Brachytheciaceae,dtol,,
Bryophyte,Platydictya,jungermannioides,Plagiotheciaceae,dtol,,
Bryophyte,Platygyrium,repens,Pylaisiadelphaceae,dtol_family_representative,yes,
Bryophyte,Platyhypnum,duriusculum,Amblystegiaceae,dtol,,
Bryophyte,Platyhypnum,molle,Amblystegiaceae,dtol,,
Bryophyte,Platyhypnum,smithii,Amblystegiaceae,dtol,,
Bryophyte,Plenogemma,phyllantha,Orthotrichaceae,dtol,yes,
Bryophyte,Pleuridium,acuminatum,Ditrichaceae,dtol,,
Bryophyte,Pleuridium,subulatum,Ditrichaceae,dtol,,
Bryophyte,Pleurozia,purpurea,Pleuroziaceae,dtol_family_representative,yes,
Bryophyte,Pleurozium,schreberi,Hylocomiaceae,dtol,,yes
Bryophyte,Pogonatum,urnigerum,Polytrichaceae,dtol_family_representative,yes,yes
Bryophyte,Pogonatum,aloides,Polytrichaceae,dtol,,
Bryophyte,Pogonatum,nanum,Polytrichaceae,dtol,,
Bryophyte,Pohlia,andalusica,Mniaceae,dtol,,
Bryophyte,Pohlia,annotina,Mniaceae,dtol,,
Bryophyte,Pohlia,bulbifera,Mniaceae,dtol,,
Bryophyte,Pohlia,camptotrachela,Mniaceae,dtol,,
Bryophyte,Pohlia,cruda,Mniaceae,dtol,,
Bryophyte,Pohlia,crudoides,Mniaceae,dtol,,
Bryophyte,Pohlia,drummondii,Mniaceae,dtol,,
Bryophyte,Pohlia,elongata,Mniaceae,dtol,,
Bryophyte,Pohlia,filum,Mniaceae,dtol,,
Bryophyte,Pohlia,flexuosa,Mniaceae,dtol,,
Bryophyte,Pohlia,lescuriana,Mniaceae,dtol,,
Bryophyte,Pohlia,ludwigii,Mniaceae,dtol,,
Bryophyte,Pohlia,lutescens,Mniaceae,dtol,,
Bryophyte,Pohlia,melanodon,Mniaceae,dtol,,
Bryophyte,Pohlia,nutans,Mniaceae,dtol,,
Bryophyte,Pohlia,obtusifolia,Mniaceae,dtol,,
Bryophyte,Pohlia,proligera,Mniaceae,dtol,,
Bryophyte,Pohlia,scotica,Mniaceae,dtol,,
Bryophyte,Pohlia,wahlenbergii,Mniaceae,dtol,,
Bryophyte,Polytrichastrum,alpinum,Polytrichaceae,dtol,,
Bryophyte,Polytrichastrum,sexangulare,Polytrichaceae,dtol,,
Bryophyte,Polytrichum,commune,Polytrichaceae,dtol_family_representative,yes,
Bryophyte,Polytrichum,formosum,Polytrichaceae,dtol,,
Bryophyte,Polytrichum,juniperinum,Polytrichaceae,dtol,,
Bryophyte,Polytrichum,longisetum,Polytrichaceae,dtol,,
Bryophyte,Polytrichum,perigoniale,Polytrichaceae,dtol,yes,
Bryophyte,Polytrichum,piliferum,Polytrichaceae,dtol,,
Bryophyte,Polytrichum,strictum,Polytrichaceae,dtol,,
Bryophyte,Porella,arboris-vitae,Porellaceae,dtol_family_representative,,
Bryophyte,Porella,cordaeana,Porellaceae,dtol_family_representative,yes,yes
Bryophyte,Porella,obtusata,Porellaceae,dtol,,
Bryophyte,Porella,pinnata,Porellaceae,dtol,,
Bryophyte,Porella,platyphylla,Porellaceae,dtol,yes,
Bryophyte,Pottiopsis,caespitosa,Pottiaceae,dtol,,
Bryophyte,Protolophozia,herzogiana,Cephaloziellaceae,dtol,,
Bryophyte,Pseudanomodon,attenuatus,Neckeraceae,dtol,,
Bryophyte,Pseudephemerum,nitidum,Ditrichaceae,dtol,,
Bryophyte,Pseudobryum,cinclidioides,Mniaceae,dtol,,
Bryophyte,Pseudocampylium,radicale,Amblystegiaceae,dtol,,
