Plant group,Family,Genus,Species,Status,Priority,Collected in 2020,"""Black list"" (collected/sequenced by others)",Collected by RBGE after jan2021,Collected by RBGK after jan2021,Notes
Flowering plants,Lamiaceae,Galeopsis,segetum,dtol,,,,,,
Flowering plants,Lamiaceae,Galeopsis,speciosa,dtol,,,,,,
Flowering plants,Lamiaceae,Galeopsis,tetrahit,dtol,,,,,,
Flowering plants,Lamiaceae,Glechoma,hederacea,dtol,,,,,yes,
Flowering plants,Lamiaceae,Lamiastrum,galeobdolon,,,,,,,
Flowering plants,Lamiaceae,Lamium,album,dtol_family_representative,yes,yes,,,,
Flowering plants,Lamiaceae,Lamium,amplexicaule,dtol,,,,,yes,
Flowering plants,Lamiaceae,Lamium,confertum,dtol,,,,,,
Flowering plants,Lamiaceae,Lamium,hybridum,dtol,,,,,,
Flowering plants,Lamiaceae,Lamium,purpureum,dtol,,,,,yes,
Flowering plants,Lamiaceae,Lycopus,europaeus,dtol_other_priority,,yes,,,,
Flowering plants,Lamiaceae,Marrubium,vulgare,dtol,,,,,,
Flowering plants,Lamiaceae,Melittis,melissophyllum,dtol,,,,,,
Flowering plants,Lamiaceae,Mentha,aquatica,dtol,,,,,,
Flowering plants,Lamiaceae,Mentha,arvensis,dtol,,,,,,
Flowering plants,Lamiaceae,Mentha,pulegium,dtol,,,,,,
Flowering plants,Lamiaceae,Mentha,spicata,dtol,,,,,,
Flowering plants,Lamiaceae,Mentha,suaveolens,dtol,,,,,,
Flowering plants,Lamiaceae,Nepeta,cataria,dtol,,,,,,
Flowering plants,Lamiaceae,Origanum,vulgare,dtol,,,,,yes,
Flowering plants,Lamiaceae,Prunella,vulgaris,dtol_other_priority,yes,yes,,,yes,
Flowering plants,Lamiaceae,Salvia,pratensis,dtol,,,,,,
Flowering plants,Lamiaceae,Salvia,verbenaca,dtol,,,,,yes,
Flowering plants,Lamiaceae,Scutellaria,galericulata,dtol_other_priority,,yes,,,,
Flowering plants,Lamiaceae,Scutellaria,minor,dtol_other_priority,,yes,,,,
Flowering plants,Lamiaceae,Stachys,arvensis,dtol,,,,,,
Flowering plants,Lamiaceae,Stachys,germanica,dtol,,,,,,
Flowering plants,Lamiaceae,Stachys,officinalis,dtol,,,,,,
Flowering plants,Lamiaceae,Stachys,palustris,dtol_other_priority,,yes,,,,
Flowering plants,Lamiaceae,Stachys,sylvatica,dtol,,,,yes,,
Flowering plants,Lamiaceae,Teucrium,chamaedrys,dtol,,,,,yes,
Flowering plants,Lamiaceae,Teucrium,scordium,dtol,,,,,,
Flowering plants,Lamiaceae,Teucrium,scorodonia,dtol,,,,,,
Flowering plants,Lamiaceae,Thymus,drucei,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Lamiaceae,Thymus,pulegioides,dtol,,,,,,
Flowering plants,Lamiaceae,Thymus,serpyllum,dtol_other_priority,yes,yes,,,,
Flowering plants,Lentibulariaceae,Pinguicula,alpina,dtol,,,,,,
Flowering plants,Lentibulariaceae,Pinguicula,lusitanica,dtol_family_representative,yes,,,RBGE,,
Flowering plants,Lentibulariaceae,Pinguicula,vulgaris,dtol,,,,yes,,
Flowering plants,Lentibulariaceae,Utricularia,australis,dtol,,,,,,
Flowering plants,Lentibulariaceae,Utricularia,bremii,dtol,,,,,,
Flowering plants,Lentibulariaceae,Utricularia,intermedia,dtol,,,,,,
Flowering plants,Lentibulariaceae,Utricularia,minor,dtol,,,,,,
Flowering plants,Lentibulariaceae,Utricularia,ochroleuca,dtol,,,,,,
Flowering plants,Lentibulariaceae,Utricularia,stygia,dtol,,,,,,
Flowering plants,Lentibulariaceae,Utricularia,vulgaris,dtol_other_priority,yes,,,yes,,
Flowering plants,Liliaceae,Fritillaria,meleagris,dtol,,,,,,
Flowering plants,Liliaceae,Gagea,bohemica,dtol,,,,,,
Flowering plants,Liliaceae,Gagea,lutea,dtol_other_priority,yes,,,RBGE,,
Flowering plants,Liliaceae,Gagea,serotina,dtol_family_representative,yes,,,,,
Flowering plants,Linaceae,Linum,bienne,dtol_other_priority,yes,,,,yes,
Flowering plants,Linaceae,Linum,catharticum,dtol_family_representative,yes,,Collected by Raj Whitlock/Buxton,,yes,
Flowering plants,Linaceae,Linum,perenne,dtol,,,,,,
Flowering plants,Linaceae,Linum,radiola,dtol,,,,,,
Flowering plants,Lythraceae,Lythrum,hyssopifolia,dtol,,,,,,
Flowering plants,Lythraceae,Lythrum,portula,dtol_family_representative,yes,,,yes,,
Flowering plants,Lythraceae,Lythrum,salicaria,dtol_other_priority,,yes,,,,
Flowering plants,Malvaceae,Althaea,officinalis,dtol,,,,,,
Flowering plants,Malvaceae,Malva,arborea,dtol,,,,,yes,
Flowering plants,Malvaceae,Malva,moschata,dtol_family_representative,yes,,,,yes,
Flowering plants,Malvaceae,Malva,neglecta,dtol,,,,,,
Flowering plants,Malvaceae,Malva,sylvestris,dtol,,,,,,
Flowering plants,Malvaceae,Tilia,cordata,dtol_other_priority,yes,,,,yes,
Flowering plants,Malvaceae,Tilia,platyphyllos,dtol_other_priority,yes,,,yes,,
Flowering plants,Melanthiaceae,Paris,quadrifolia,dtol_family_representative,yes,,,yes,,
Flowering plants,Menyanthaceae,Menyanthes,trifoliata,dtol_family_representative,yes,,,,yes,
Flowering plants,Menyanthaceae,Nymphoides,peltata,dtol_family_representative,yes,yes,,,,
Flowering plants,Montiaceae,Claytonia,perfoliata,dtol,,,,,yes,
Flowering plants,Montiaceae,Claytonia,sibirica,dtol,,,,,yes,
Flowering plants,Montiaceae,Montia,fontana,dtol_family_representative,yes,,,,yes,
Flowering plants,Myricaceae,Myrica,gale,dtol_family_representative,yes,yes,,,,
Flowering plants,Nartheciaceae,Narthecium,ossifragum,dtol_family_representative,yes,,,yes,,
Flowering plants,Nymphaeaceae,Nuphar,lutea,dtol,,,,,yes,
Flowering plants,Nymphaeaceae,Nuphar,pumila,dtol_family_representative,yes,,,,yes,
Flowering plants,Nymphaeaceae,Nymphaea,alba,dtol_family_representative,yes,,,,yes,
Flowering plants,Oleaceae,Fraxinus,excelsior,dtol_family_representative,yes,yes,,,yes,Has been re-sampled by Kew/Reading from same individual as previous ash dieback work
Flowering plants,Oleaceae,Ligustrum,vulgare,dtol_family_representative,yes,yes,,,,
Flowering plants,Onagraceae,Chamaenerion,angustifolium,dtol_family_representative,yes,yes,,,,
Flowering plants,Onagraceae,Circaea,alpina,dtol,,,,,,
Flowering plants,Onagraceae,Circaea,lutetiana,dtol_family_representative,yes,yes,,,,2020 sample failed sequencing
Flowering plants,Onagraceae,Epilobium,alsinifolium,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,anagallidifolium,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,hirsutum,dtol,,,,yes,,
Flowering plants,Onagraceae,Epilobium,lanceolatum,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,montanum,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,obscurum,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,palustre,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,parviflorum,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,roseum,dtol,,,,,,
Flowering plants,Onagraceae,Epilobium,tetragonum,dtol,,,,,,
Flowering plants,Onagraceae,Fuchsia,magellanica,dtol,,,,,,
Flowering plants,Onagraceae,Ludwigia,grandiflora,dtol,,,,,RBGK,
Flowering plants,Onagraceae,Ludwigia,palustris,dtol,,,,,,
Flowering plants,Orchidaceae,Anacamptis,morio,dtol,,,,,,
Flowering plants,Orchidaceae,Anacamptis,pyramidalis,dtol,,,,,yes,
Flowering plants,Orchidaceae,Cephalanthera,damasonium,dtol,,,,,yes,
Flowering plants,Orchidaceae,Cephalanthera,longifolia,dtol,,,,,,
Flowering plants,Orchidaceae,Cephalanthera,rubra,dtol,,,,,,
Flowering plants,Orchidaceae,Coeloglossum,viride,dtol,,,,,,
Flowering plants,Orchidaceae,Corallorhiza,trifida,dtol,,,,,,
Flowering plants,Orchidaceae,Cypripedium,calceolus,dtol_other_priority,yes,,,,yes,minute sample. no silica for barcoding
Flowering plants,Orchidaceae,Dactylorhiza,fuchsii,dtol,,,,,yes,
Flowering plants,Orchidaceae,Dactylorhiza,incarnata,dtol_other_priority,yes,,,yes,,
Flowering plants,Orchidaceae,Dactylorhiza,kerryensis,dtol,,,,,,
Flowering plants,Orchidaceae,Dactylorhiza,maculata,dtol,,,,,,
Flowering plants,Orchidaceae,Dactylorhiza,praetermissa,dtol,,,,,,
Flowering plants,Orchidaceae,Dactylorhiza,purpurella,dtol,,,,,,
Flowering plants,Orchidaceae,Dactylorhiza,traunsteinerioides,dtol,,,,,,
Flowering plants,Orchidaceae,Epipactis,atrorubens,dtol,,,,,,
Flowering plants,Orchidaceae,Epipactis,dunensis,dtol,,,,,,
Flowering plants,Orchidaceae,Epipactis,helleborine,dtol,,,,,,
Flowering plants,Orchidaceae,Epipactis,leptochila,dtol,,,,,,
Flowering plants,Orchidaceae,Epipactis,palustris,dtol,,,,,yes,
Flowering plants,Orchidaceae,Epipactis,phyllanthes,dtol,,,,,,
Flowering plants,Orchidaceae,Epipactis,purpurata,dtol,,,,,,
Flowering plants,Orchidaceae,Epipactis,sancta,dtol,,,,,,
Flowering plants,Orchidaceae,Epipogium,aphyllum,dtol,,,,,,
Flowering plants,Orchidaceae,Goodyera,repens,dtol,,,,,,
Flowering plants,Orchidaceae,Gymnadenia,borealis,dtol,,,,,,
Flowering plants,Orchidaceae,Gymnadenia,conopsea,dtol,,,,,,
Flowering plants,Orchidaceae,Gymnadenia,densiflora,dtol,,,,,,
Flowering plants,Orchidaceae,Hammarbya,paludosa,dtol,,,,,,
Flowering plants,Orchidaceae,Herminium,monorchis,dtol,,,,,,
Flowering plants,Orchidaceae,Himantoglossum,hircinum,dtol,,,,,,
Flowering plants,Orchidaceae,Liparis,loeselii,dtol,,,,,,
Flowering plants,Orchidaceae,Neotinea,maculata,dtol,,,,,,
Flowering plants,Orchidaceae,Neotinea,ustulata,dtol,,,,,,
Flowering plants,Orchidaceae,Neottia,cordata,dtol,,,,,,
Flowering plants,Orchidaceae,Neottia,nidus-avis,dtol,,,,,,
Flowering plants,Orchidaceae,Neottia,ovata,dtol,,,,,,
Flowering plants,Orchidaceae,Ophrys,apifera,dtol_family_representative,yes,,,yes,,
Flowering plants,Orchidaceae,Ophrys,fuciflora,dtol,,,,,,
Flowering plants,Orchidaceae,Ophrys,insectifera,dtol,,,,,,
Flowering plants,Orchidaceae,Ophrys,sphegodes,dtol,,,,,,
Flowering plants,Orchidaceae,Orchis,anthropophora,dtol,,,,,,
Flowering plants,Orchidaceae,Orchis,mascula,dtol,,,,,,
Flowering plants,Orchidaceae,Orchis,militaris,dtol,,,,,,
Flowering plants,Orchidaceae,Orchis,purpurea,dtol,,,,,,
Flowering plants,Orchidaceae,Orchis,simia,dtol,,,,,,
Flowering plants,Orchidaceae,Platanthera,bifolia,dtol,,,,,,
Flowering plants,Orchidaceae,Platanthera,chlorantha,dtol,,,,,,
Flowering plants,Orchidaceae,Pseudorchis,albida,dtol,,,,,,
Flowering plants,Orchidaceae,Serapias,parviflora,dtol,,,,,,
Flowering plants,Orchidaceae,Spiranthes,aestivalis,dtol,,,,,,
Flowering plants,Orchidaceae,Spiranthes,romanzoffiana,dtol,,,,,,
Flowering plants,Orchidaceae,Spiranthes,spiralis,dtol,,,,,,
Flowering plants,Orobanchaceae,Bartsia,alpina,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,anglica,dtol_other_priority,,yes,,,,
Flowering plants,Orobanchaceae,Euphrasia,arctica,dtol_other_priority,,yes,,,,
Flowering plants,Orobanchaceae,Euphrasia,cambrica,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,campbelliae,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,confusa,dtol_other_priority,,yes,,,,
Flowering plants,Orobanchaceae,Euphrasia,foulaensis,dtol_other_priority,,yes,,,,
Flowering plants,Orobanchaceae,Euphrasia,frigida,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,heslop-harrisonii,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,marshallii,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,micrantha,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,nemorosa,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,officinalis,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,ostenfeldii,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,pseudokerneri,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,rivularis,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,rotundifolia,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,salisburgensis,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,scottica,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,tetraquetra,dtol,,,,,,
Flowering plants,Orobanchaceae,Euphrasia,vigursii,dtol,,,,,,
Flowering plants,Orobanchaceae,Lathraea,clandestina,dtol,,,,,yes,
Flowering plants,Orobanchaceae,Lathraea,squamaria,dtol,,,,,yes,
Flowering plants,Orobanchaceae,Melampyrum,cristatum,dtol,,,,,,
Flowering plants,Orobanchaceae,Melampyrum,pratense,dtol,,,,yes,,
Flowering plants,Orobanchaceae,Melampyrum,sylvaticum,dtol_other_priority,yes,yes,,,,
Flowering plants,Orobanchaceae,Odontites,vernus,dtol,,,,,yes,subsp. serotinus
Flowering plants,Orobanchaceae,Orobanche,alba,dtol,,,,,,
Flowering plants,Orobanchaceae,Orobanche,caryophyllacea,dtol,,,,,,
Flowering plants,Orobanchaceae,Orobanche,elatior,dtol,,,,,,
Flowering plants,Orobanchaceae,Orobanche,hederae,dtol_other_priority,,yes,,,,
Flowering plants,Orobanchaceae,Orobanche,minor,dtol,,,,,yes,
Flowering plants,Orobanchaceae,Orobanche,picridis,dtol,,,,,,
Flowering plants,Orobanchaceae,Orobanche,rapum-genistae,dtol,,,,,,
Flowering plants,Orobanchaceae,Orobanche,reticulata,dtol,,,,,,
Flowering plants,Orobanchaceae,Parentucellia,viscosa,dtol,,,,,,
Flowering plants,Orobanchaceae,Pedicularis,palustris,dtol_family_representative,yes,,,yes,,
Flowering plants,Orobanchaceae,Pedicularis,sylvatica,dtol,,,,,,
Flowering plants,Orobanchaceae,Phelipanche,purpurea,dtol,,,,,,
Flowering plants,Orobanchaceae,Rhinanthus,minor,dtol,,,,,,
Flowering plants,Oxalidaceae,Oxalis,acetosella,dtol_family_representative,yes,yes,,,,
Flowering plants,Papaveraceae,Ceratocapnos,claviculata,dtol,,,,,,
Flowering plants,Papaveraceae,Chelidonium,majus,dtol_family_representative,yes,yes,,,,2020 sample failed sequencing
Flowering plants,Papaveraceae,Fumaria,bastardii,dtol,,,,,,
Flowering plants,Papaveraceae,Fumaria,capreolata,dtol,,,,,,
Flowering plants,Papaveraceae,Fumaria,densiflora,dtol,,,,,,
Flowering plants,Papaveraceae,Fumaria,muralis,dtol,,,,,yes,Barcoding resulted in this sample being similar to F. officinalis. Taxonomic status of this sample is currently uncertain.
Flowering plants,Papaveraceae,Fumaria,occidentalis,dtol,,,,,,
Flowering plants,Papaveraceae,Fumaria,officinalis,dtol_other_priority,,yes,,,,
Flowering plants,Papaveraceae,Fumaria,parviflora,dtol,,,,,,
Flowering plants,Papaveraceae,Fumaria,purpurea,dtol,,,,,,
Flowering plants,Papaveraceae,Fumaria,reuteri,dtol,,,,,,
Flowering plants,Papaveraceae,Fumaria,vaillantii,dtol,,,,,,
Flowering plants,Papaveraceae,Glaucium,flavum,dtol,,,,,yes,
Flowering plants,Papaveraceae,Papaver,cambricum,dtol,,,,,,
Flowering plants,Papaveraceae,Papaver,dubium,dtol_other_priority,,yes,,,,
Flowering plants,Papaveraceae,Papaver,lecoqii,dtol,,,,,,
Flowering plants,Papaveraceae,Papaver,rhoeas,dtol_family_representative,yes,,,yes,,
Flowering plants,Papaveraceae,Papaver,somniferum,dtol_family_representative,yes,,,,yes,
Flowering plants,Papaveraceae,Roemeria,argemone,dtol,,,,,,
Flowering plants,Papaveraceae,Roemeria,hispida,dtol,,,,,,
Flowering plants,Papaveraceae,Roemeria,hybrida,dtol,,,,,,
Flowering plants,Phrymaceae,Mimulus,guttatus,dtol_family_representative,yes,,to be collected by Mario Vallejo-Marin,,,
Flowering plants,Phrymaceae,Mimulus,peregrinus,dtol,,,,,,
Flowering plants,Phytolaccaceae,Phytolacca,acinosa,dtol,,,,,yes,Opportunistically collected but not previously on the list-- naturalised species-- family representative?
Flowering plants,Plantaginaceae,Callitriche,brutia,dtol,,,,,,
Flowering plants,Plantaginaceae,Callitriche,hermaphroditica,dtol_other_priority,yes,,,RBGE,,
Flowering plants,Plantaginaceae,Callitriche,obtusangula,dtol,,,,,,
Flowering plants,Plantaginaceae,Callitriche,palustris,dtol,,,,,,
Flowering plants,Plantaginaceae,Callitriche,platycarpa,dtol,,,,,,
Flowering plants,Plantaginaceae,Callitriche,stagnalis,dtol,,,,,,
Flowering plants,Plantaginaceae,Callitriche,truncata,dtol,,,,,,
Flowering plants,Plantaginaceae,Hippuris,vulgaris,dtol,,,,yes,,
Flowering plants,Plantaginaceae,Linaria,repens,dtol,,,,,,
Flowering plants,Plantaginaceae,Littorella,uniflora,dtol,,,,yes,,
Flowering plants,Plantaginaceae,Plantago,coronopus,dtol,,,,,yes,
Flowering plants,Plantaginaceae,Plantago,lanceolata,dtol_family_representative,yes,yes,Collected by Raj Whitlock/Buxton,,,2020 collections failed sequencing
Flowering plants,Plantaginaceae,Plantago,major,dtol,,,,,yes,
Flowering plants,Plantaginaceae,Plantago,maritima,dtol,,,,,yes,
Flowering plants,Plantaginaceae,Plantago,media,dtol,,,,,RBGK,
Flowering plants,Plumbaginaceae,Armeria,maritima,dtol_family_representative,yes,yes,,,,
Flowering plants,Plumbaginaceae,Limonium,auriculae-ursifolium,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,bellidifolium,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,binervosum,dtol,,,,,yes,
Flowering plants,Plumbaginaceae,Limonium,dodartiforme,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,humile,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,loganicum,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,normannicum,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,paradoxum,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,parvum,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,transwallianum,dtol,,,,,,
Flowering plants,Plumbaginaceae,Limonium,vulgare,dtol,,,,,,
Flowering plants,Poaceae,Agrostis,canina,dtol,,,,,,
Flowering plants,Poaceae,Agrostis,capillaris,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,yes,
Flowering plants,Poaceae,Agrostis,curtisii,dtol,,,,,,
Flowering plants,Poaceae,Agrostis,gigantea,dtol,,,,,,
Flowering plants,Poaceae,Agrostis,stolonifera,dtol,,,,,yes,
Flowering plants,Poaceae,Agrostis,vinealis,dtol,,,,,,
Flowering plants,Poaceae,Aira,caryophyllea,dtol,,,,,,
Flowering plants,Poaceae,Aira,praecox,dtol,,,,,,
Flowering plants,Poaceae,Alopecurus,aequalis,dtol,,,To be collected by Earlham,,,
Flowering plants,Poaceae,Alopecurus,bulbosus,dtol,,,,,,
Flowering plants,Poaceae,Alopecurus,geniculatus,dtol,,,,,,
Flowering plants,Poaceae,Alopecurus,magellanicus,dtol,,,,,,
Flowering plants,Poaceae,Alopecurus,myosuroides,dtol,,,,,,
Flowering plants,Poaceae,Alopecurus,pratensis,dtol,,,,,,
Flowering plants,Poaceae,Ammophila,arenaria,dtol,,,,yes,,
Flowering plants,Poaceae,Anisantha,diandra,dtol,,,,,,
Flowering plants,Poaceae,Anisantha,sterilis,dtol,,,,,yes,
Flowering plants,Poaceae,Anthoxanthum,odoratum,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,yes,,
Flowering plants,Poaceae,Apera,spica-venti,dtol,,,,,,
Flowering plants,Poaceae,Aristavena,setacea,dtol,,,,,,
Flowering plants,Poaceae,Arrhenatherum,elatius,dtol,,,,,,
Flowering plants,Poaceae,Avena,fatua,dtol,,,,,,
Flowering plants,Poaceae,Avena,sativa,dtol,,,,,,
Flowering plants,Poaceae,Avena,strigosa,dtol,,,,,,
Flowering plants,Poaceae,Avenella,flexuosa,dtol,,,,yes,,
Flowering plants,Poaceae,Avenula,pubescens,dtol,,,,,,
Flowering plants,Poaceae,Brachypodium,pinnatum,dtol,,,,,,
Flowering plants,Poaceae,Brachypodium,rupestre,dtol,,,,,,
Flowering plants,Poaceae,Brachypodium,sylvaticum,dtol_family_representative,yes,,,,yes,
Flowering plants,Poaceae,Briza,media,dtol_other_priority,yes,yes,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Poaceae,Briza,minor,dtol,,,,,,
Flowering plants,Poaceae,Bromopsis,benekenii,dtol,,,,,,
Flowering plants,Poaceae,Bromopsis,erecta,dtol,,,,,,
Flowering plants,Poaceae,Bromopsis,ramosa,dtol,,,,,,
Flowering plants,Poaceae,Bromus,hordeaceus,dtol,,,,,,
Flowering plants,Poaceae,Bromus,interruptus,dtol,,,,,yes,
Flowering plants,Poaceae,Bromus,racemosus,dtol,,,,,,
Flowering plants,Poaceae,Bromus,secalinus,dtol,,,,,,
Flowering plants,Poaceae,Calamagrostis,canescens,dtol,,,,,,
Flowering plants,Poaceae,Calamagrostis,epigejos,dtol,,,,,,
Flowering plants,Poaceae,Calamagrostis,purpurea,dtol,,,,,,
Flowering plants,Poaceae,Calamagrostis,scotica,dtol,,,,,,
Flowering plants,Poaceae,Calamagrostis,stricta,dtol,,,,,,
Flowering plants,Poaceae,Catabrosa,aquatica,dtol,,,,,,
Flowering plants,Poaceae,Catapodium,marinum,dtol,,,,,,
Flowering plants,Poaceae,Catapodium,rigidum,dtol,,,,,RBGK,
Flowering plants,Poaceae,Cortaderia,selloana,dtol,,,,,,
Flowering plants,Poaceae,Corynephorus,canescens,dtol,,,,,,
Flowering plants,Poaceae,Cynodon,dactylon,dtol,,,,,,
Flowering plants,Poaceae,Cynosurus,cristatus,dtol,,,,,,
Flowering plants,Poaceae,Dactylis,glomerata,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,yes,
Flowering plants,Poaceae,Danthonia,decumbens,dtol_other_priority,yes,yes,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Poaceae,Deschampsia,cespitosa,dtol,,,,,,
Flowering plants,Poaceae,Drymochloa,sylvatica,dtol,,,,,,
Flowering plants,Poaceae,Elymus,athericus,dtol,,,,,,
Flowering plants,Poaceae,Elymus,caninus,dtol,,,,,,
Flowering plants,Poaceae,Elymus,junceiformis,dtol,,,,,,
Flowering plants,Poaceae,Elymus,repens,dtol,,,,,,
Flowering plants,Poaceae,Festuca,arenaria,dtol,,,,,,
Flowering plants,Poaceae,Festuca,armoricana,dtol,,,,,,
Flowering plants,Poaceae,Festuca,filiformis,dtol,,,,,,
Flowering plants,Poaceae,Festuca,huonii,dtol,,,,,,
Flowering plants,Poaceae,Festuca,lemanii,dtol,,,,,,
Flowering plants,Poaceae,Festuca,longifolia,dtol,,,,,,
Flowering plants,Poaceae,Festuca,ovina,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Poaceae,Festuca,rubra,dtol,,,,,,
Flowering plants,Poaceae,Festuca,vivipara,dtol,,,,,,
Flowering plants,Poaceae,Gastridium,ventricosum,dtol,,,,,,
Flowering plants,Poaceae,Gaudinia,fragilis,dtol,,,,,,
Flowering plants,Poaceae,Glyceria,declinata,dtol,,,,,,
Flowering plants,Poaceae,Glyceria,fluitans,dtol,,,,,,
Flowering plants,Poaceae,Glyceria,maxima,dtol,,,,yes,,
Flowering plants,Poaceae,Glyceria,notata,dtol,,,,,,
Flowering plants,Poaceae,Helictochloa,pratensis,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Poaceae,Hierochloe,odorata,dtol,,,,,yes,
Flowering plants,Poaceae,Holcus,lanatus,dtol_family_representative,yes,,,,yes,
Flowering plants,Poaceae,Holcus,mollis,dtol_other_priority,,yes,,,,
Flowering plants,Poaceae,Hordelymus,europaeus,dtol,,,,,,
Flowering plants,Poaceae,Hordeum,marinum,dtol,,,,,,
Flowering plants,Poaceae,Hordeum,murinum,dtol,,,,,yes,
Flowering plants,Poaceae,Hordeum,secalinum,dtol,,,,,,
Flowering plants,Poaceae,Koeleria,macrantha,dtol_other_priority,yes,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Poaceae,Koeleria,vallesiana,dtol,,,,,,
Flowering plants,Poaceae,Leersia,oryzoides,dtol,,,,,,
Flowering plants,Poaceae,Leymus,arenarius,dtol,,,,yes,,
Flowering plants,Poaceae,Lolium,perenne,dtol,,,,,yes,
Flowering plants,Poaceae,Lolium,temulentum,dtol,,,,,,
Flowering plants,Poaceae,Melica,nutans,dtol,,,,,,
Flowering plants,Poaceae,Melica,uniflora,dtol,,,,,,
Flowering plants,Poaceae,Mibora,minima,dtol,,,,,,
Flowering plants,Poaceae,Milium,effusum,dtol,,,,,,
Flowering plants,Poaceae,Milium,vernale,dtol,,,,,,
Flowering plants,Poaceae,Molinia,caerulea,dtol,,,,yes,,
Flowering plants,Poaceae,Nardus,stricta,dtol,,,,,yes,
Flowering plants,Poaceae,Parapholis,incurva,dtol,,,,,,
Flowering plants,Poaceae,Parapholis,strigosa,dtol,,,,,,
Flowering plants,Poaceae,Phalaris,arundinacea,dtol,,,,yes,,
Flowering plants,Poaceae,Phleum,alpinum,dtol,,,,,,
Flowering plants,Poaceae,Phleum,arenarium,dtol,,,,,,
Flowering plants,Poaceae,Phleum,bertolonii,dtol,,,,,yes,
Flowering plants,Poaceae,Phleum,phleoides,dtol,,,,,,
Flowering plants,Poaceae,Phleum,pratense,dtol,,,,,,
Flowering plants,Poaceae,Phragmites,australis,dtol,,,,,yes,
Flowering plants,Poaceae,Poa,alpina,dtol,,,,,,
Flowering plants,Poaceae,Poa,angustifolia,dtol,,,,,,
Flowering plants,Poaceae,Poa,annua,dtol,,,Collected by Raj Whitlock/Buxton,,,
Flowering plants,Poaceae,Poa,bulbosa,dtol,,,,,,
Flowering plants,Poaceae,Poa,compressa,dtol,,,,,,
Flowering plants,Poaceae,Poa,flexuosa,dtol,,,,,,
Flowering plants,Poaceae,Poa,glauca,dtol,,,,,,
Flowering plants,Poaceae,Poa,humilis,dtol,,,,,,
Flowering plants,Poaceae,Poa,infirma,dtol,,,,,,
Flowering plants,Poaceae,Poa,nemoralis,dtol,,,,,,
Flowering plants,Poaceae,Poa,pratensis,dtol,,,,,,
Flowering plants,Poaceae,Poa,trivialis,dtol,,,,,,
Flowering plants,Poaceae,Polypogon,monspeliensis,dtol,,,,,,
Flowering plants,Poaceae,Pseudosasa,japonica,dtol,,,,,,
Flowering plants,Poaceae,Puccinellia,distans,dtol,,,,,,
Flowering plants,Poaceae,Puccinellia,fasciculata,dtol,,,,,,
Flowering plants,Poaceae,Puccinellia,maritima,dtol,,,,,yes,
Flowering plants,Poaceae,Puccinellia,rupestris,dtol,,,,,,
Flowering plants,Poaceae,Sasa,palmata,dtol,,,,,,
Flowering plants,Poaceae,Sasaella,ramosa,dtol,,,,,,
Flowering plants,Poaceae,Schedonorus,arundinaceus,dtol,,,,,,
Flowering plants,Poaceae,Schedonorus,giganteus,dtol,,,,,,
Flowering plants,Poaceae,Schedonorus,pratensis,dtol,,,,,,
