Plant group,Family,Genus,Species,Status,Priority,Collected in 2020,"""Black list"" (collected/sequenced by others)",Collected by RBGE after jan2021,Collected by RBGK after jan2021,Notes
Bryophyte,Amblystegiaceae,Serpoleskea,confervoides,dtol,,,,,,
Bryophyte,Amblystegiaceae,Tomentypnum,nitens,dtol,,,,,,
Bryophyte,Amphidiaceae,Amphidium,lapponicum,dtol_family_representative,yes,,,yes,,
Bryophyte,Amphidiaceae,Amphidium,mougeotii,dtol_family_representative,yes,yes,,,,
Bryophyte,Anastrophyllaceae,Anastrepta,orcadensis,dtol,yes,,,yes,,
Bryophyte,Anastrophyllaceae,Anastrophyllum,alpinum,dtol_family_representative,yes,,,,,
Bryophyte,Anastrophyllaceae,Anastrophyllum,donnianum,dtol_family_representative,yes,,,,,
Bryophyte,Anastrophyllaceae,Anastrophyllum,hellerianum,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Anastrophyllum,joergensenii,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Neoorthocaulis,floerkei,dtol,,yes,,,,
Bryophyte,Anastrophyllaceae,Barbilophozia,barbata,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Barbilophozia,hatcheri,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Barbilophozia,kunzeana,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Barbilophozia,lycopodioides,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Barbilophozia,quadriloba,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Barbilophozia,sudetica,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Biantheridion,undulifolium,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Gymnocolea,inflata,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Isopaches,bicrenatus,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Orthocaulis,atlanticus,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Orthocaulis,attenuatus,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Orthocaulis,floerkei,dtol,yes,,,yes,,
Bryophyte,Anastrophyllaceae,Sphenolobopsis,pearsonii,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Sphenolobus,minutus,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Sphenolobus,saxicola,dtol,,,,,,
Bryophyte,Anastrophyllaceae,Tetralophozia,setiformis,dtol,,,,,,
Bryophyte,Andreaeaceae,Andreaea,hookeri,dtol_family_representative,,,,yes,,
Bryophyte,Andreaeaceae,Andreaea,nivalis,dtol_family_representative,,,,,,
Bryophyte,Andreaeaceae,Andreaea,alpestris,dtol,,,,,,
Bryophyte,Andreaeaceae,Andreaea,blyttii,dtol,,,,,,
Bryophyte,Andreaeaceae,Andreaea,frigida,dtol,,,,,,
Bryophyte,Andreaeaceae,Andreaea,megistospora,dtol,,,,,,
Bryophyte,Andreaeaceae,Andreaea,mutabilis,dtol,,,,,,
Bryophyte,Andreaeaceae,Andreaea,rothii,dtol,yes,,,yes,,
Bryophyte,Andreaeaceae,Andreaea,rupestris,dtol,yes,,,,,
Bryophyte,Andreaeaceae,Andreaea,sinuosa,dtol,,,,,,
Bryophyte,Aneuraceae,Aneura,pinguis,dtol_family_representative,yes,,,,,
Bryophyte,Aneuraceae,Aneura,mirabilis,dtol,yes,,,,,
Bryophyte,Aneuraceae,Riccardia,palmata,dtol_family_representative,yes,yes,,,,
Bryophyte,Aneuraceae,Riccardia,chamedryfolia,dtol,,,,,,
Bryophyte,Aneuraceae,Riccardia,incurvata,dtol,,,,,,
Bryophyte,Aneuraceae,Riccardia,latifrons,dtol,,,,,,
Bryophyte,Aneuraceae,Riccardia,multifida,dtol,,,,,,
Bryophyte,Anomodontaceae,Anomodon,longifolius,dtol_family_representative,yes,,,,,
Bryophyte,Anomodontaceae,Anomodon,viticulosus,dtol_family_representative,yes,yes,,,,
Bryophyte,Antheliaceae,Anthelia,julacea,dtol_family_representative,yes,,,,,
Bryophyte,Antheliaceae,Anthelia,juratzkana,dtol_family_representative,yes,,,,,
Bryophyte,Anthocerotaceae,Anthoceros,agrestis,dtol_family_representative,yes,,,,,
Bryophyte,Anthocerotaceae,Anthoceros,punctatus,dtol_family_representative,yes,,,,,
Bryophyte,Antitrichiaceae,Antitrichia,curtipendula,dtol_family_representative,yes,,,,,
Bryophyte,Aongstroemiaceae,Aongstroemia,longipes,dtol,,,,,,
Bryophyte,Aongstroemiaceae,Dichodontium,palustre,dtol_family_representative,yes,yes,,,,
Bryophyte,Aongstroemiaceae,Dichodontium,pellucidum,dtol_family_representative,yes,,,,,
Bryophyte,Aongstroemiaceae,Dichodontium,flavescens,dtol,,,,yes,,
Bryophyte,Archidiaceae,Archidium,alternifolium,dtol_family_representative,yes,,,,,
Bryophyte,Aulacomniaceae,Aulacomnium,palustre,dtol_family_representative,yes,yes,,,,
Bryophyte,Aulacomniaceae,Aulacomnium,turgidum,dtol_family_representative,yes,,,,,
Bryophyte,Aulacomniaceae,Aulacomnium,androgynum,dtol,,,,,,
Bryophyte,Aytoniaceae,Reboulia,hemisphaerica,dtol_family_representative,yes,,,,,
Bryophyte,Bartramiaceae,Bartramia,aprica,dtol,,,,,,
Bryophyte,Bartramiaceae,Bartramia,halleriana,dtol,,,,,,
Bryophyte,Bartramiaceae,Bartramia,ithyphylla,dtol,,,,,,
Bryophyte,Bartramiaceae,Bartramia,pomiformis,dtol,yes,,,,,
Bryophyte,Bartramiaceae,Breutelia,chrysocoma,dtol_family_representative,,yes,,,,
Bryophyte,Bartramiaceae,Conostomum,tetragonum,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,fontana,dtol_family_representative,yes,yes,,,,
Bryophyte,Bartramiaceae,Philonotis,caespitosa,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,calcarea,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,capillaris,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,cernua,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,marchica,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,rigida,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,seriata,dtol,,,,,,
Bryophyte,Bartramiaceae,Philonotis,tomentella,dtol,,,,,,
Bryophyte,Bartramiaceae,Plagiopus,oederianus,dtol,,,,,,
Bryophyte,Blasiaceae,Blasia,pusilla,dtol_family_representative,yes,,,,,
Bryophyte,Blepharostomataceae,Blepharostoma,trichophyllum,dtol_family_representative,yes,,,,,
Bryophyte,Brachytheciaceae,Brachytheciastrum,trachypodium,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachytheciastrum,velutinum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,albicans,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,cirrosum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,erythrorrhizon,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,glareosum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,mildeanum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,rivulare,dtol,yes,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,rutabulum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Brachythecium,salebrosum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Cirriphyllum,crassinervium,dtol,,,,,,
Bryophyte,Brachytheciaceae,Cirriphyllum,piliferum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Eurhynchiastrum,diversifolium,dtol,,,,,,
Bryophyte,Brachytheciaceae,Eurhynchium,striatum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Homalothecium,sericeum,dtol_family_representative,,yes,,,,
Bryophyte,Brachytheciaceae,Homalothecium,lutescens,dtol,,,,,,
Bryophyte,Brachytheciaceae,Kindbergia,praelonga,dtol_family_representative,,yes,,,,
Bryophyte,Brachytheciaceae,Microeurhynchium,pumilum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Oxyrrhynchium,hians,dtol,,,,,,
Bryophyte,Brachytheciaceae,Oxyrrhynchium,schleicheri,dtol,,,,,,
Bryophyte,Brachytheciaceae,Oxyrrhynchium,speciosum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Plasteurhynchium,meridionale,dtol,,,,,,
Bryophyte,Brachytheciaceae,Plasteurhynchium,striatulum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Pseudoscleropodium,purum,dtol,yes,,,yes,,
Bryophyte,Brachytheciaceae,Rhynchostegiella,curviseta,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegiella,litorea,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegiella,tenella,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegiella,teneriffae,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegium,alopecuroides,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegium,confertum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegium,megapolitanum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegium,murale,dtol,,,,,,
Bryophyte,Brachytheciaceae,Rhynchostegium,riparioides,dtol,,,,yes,,
Bryophyte,Brachytheciaceae,Rhynchostegium,rotundifolium,dtol,,,,,,
Bryophyte,Brachytheciaceae,Sciuro-hypnum,glaciale,dtol,,,,,,
Bryophyte,Brachytheciaceae,Sciuro-hypnum,plumosum,dtol,,,,yes,,
Bryophyte,Brachytheciaceae,Sciuro-hypnum,populeum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Sciuro-hypnum,reflexum,dtol,,,,,,
Bryophyte,Brachytheciaceae,Sciuro-hypnum,starkei,dtol,,,,,,
Bryophyte,Brachytheciaceae,Scleropodium,cespitans,dtol,,,,,,
Bryophyte,Brachytheciaceae,Scleropodium,touretii,dtol,,,,,,
Bryophyte,Brachytheciaceae,Scorpiurium,circinatum,dtol,,,,,,
Bryophyte,Bruchiaceae,Bruchia,vogesiaca,dtol_family_representative,yes,,,,,
Bryophyte,Bruchiaceae,Trematodon,ambiguus,dtol,yes,,,,,
Bryophyte,Bryaceae,Bryum,alpinum,dtol_family_representative,,yes,,,,
Bryophyte,Bryaceae,Bryum,julaceum,dtol_family_representative,,yes,,,,
Bryophyte,Bryaceae,Bryum,algovicum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,apiculatum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,archangelicum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,arcticum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,argenteum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,bornholmense,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,caespiticium,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,calophyllum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,canariense,dtol,yes,,,,,
Bryophyte,Bryaceae,Bryum,capillare,dtol,,,,yes,,
Bryophyte,Bryaceae,Bryum,concinnatum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,creberrimum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,cyclophyllum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,demissum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,dichotomum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,dixonii,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,donianum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,dyffrynense,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,elegans,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,gemmiferum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,gemmilucens,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,intermedium,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,klinggraeffii,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,knowltonii,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,kunzei,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,marratii,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,mildeanum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,moravicum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,muehlenbeckii,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,pallens,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,pallescens,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,pseudotriquetrum,dtol,yes,,,yes,,
Bryophyte,Bryaceae,Bryum,pseudotriquetrum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,radiculosum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,riparium,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,rubens,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,ruderale,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,salinum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,sauteri,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,schleicheri,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,subapiculatum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,tenuisetum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,torquescens,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,turbinatum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,uliginosum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,valparaisense,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,violaceum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,warneum,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,weigelii,dtol,,,,,,
Bryophyte,Bryaceae,Bryum,zieri,dtol,,,,,,
Bryophyte,Bryaceae,Rhodobryum,roseum,dtol,,,,,,
Bryophyte,Buxbaumiaceae,Buxbaumia,aphylla,dtol_family_representative,yes,,,,,
Bryophyte,Buxbaumiaceae,Buxbaumia,viridis,dtol_family_representative,yes,,,,,
Bryophyte,Calliergonaceae,Calliergon,cordifolium,dtol,yes,,,,,
Bryophyte,Calliergonaceae,Calliergon,giganteum,dtol,,,,,,
Bryophyte,Calliergonaceae,Sarmentypnum,exannulatum,dtol_family_representative,yes,yes,,,,
Bryophyte,Calliergonaceae,Sarmentypnum,sarmentosum,dtol_family_representative,,,,yes,,
Bryophyte,Calliergonaceae,Straminergon,stramineum,dtol,,,,,,
Bryophyte,Calliergonaceae,Warnstorfia,fluitans,dtol,,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,fissa,dtol_family_representative,yes,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,muelleriana,dtol_family_representative,yes,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,arguta,dtol,,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,azurea,dtol,,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,integristipula,dtol,,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,neesiana,dtol,,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,sphagnicola,dtol,,,,,,
Bryophyte,Calypogeiaceae,Calypogeia,suecica,dtol,,,,,,
Bryophyte,Catoscopiaceae,Catoscopium,nigritum,dtol_family_representative,yes,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,bicuspidata,dtol_family_representative,yes,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,albescens,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,ambigua,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,catenulata,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,connivens,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,crassifolia,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,curvifolia,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,leucantha,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,loitlesbergeri,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,lunulifolia,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,macrostachya,dtol,,,,,,
Bryophyte,Cephaloziaceae,Cephalozia,pleniceps,dtol,,,,,,
Bryophyte,Cephaloziaceae,Odontoschisma,sphagni,dtol_family_representative,,,,,,
Bryophyte,Cephaloziaceae,Odontoschisma,denudatum,dtol,yes,,,,,
Bryophyte,Cephaloziaceae,Odontoschisma,elongatum,dtol,,,,,,
Bryophyte,Cephaloziaceae,Odontoschisma,fluitans,dtol,,,,,,
Bryophyte,Cephaloziaceae,Odontoschisma,francisci,dtol,,,,,,
Bryophyte,Cephaloziaceae,Odontoschisma,macounii,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,divaricata,dtol_family_representative,yes,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,baumgartneri,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,calyculata,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,dentata,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,elachista,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,hampeana,dtol,yes,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,integerrima,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,massalongi,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,nicholsonii,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,rubella,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,spinigera,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,stellulifera,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Cephaloziella,turneri,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Obtusifolium,obtusum,dtol_family_representative,,,,,,
Bryophyte,Cephaloziellaceae,Oleolophozia,perssonii,dtol,,,,,,
Bryophyte,Cephaloziellaceae,Protolophozia,herzogiana,dtol,,,,,,
Bryophyte,Cleveaceae,Clevea,hyalina,dtol_family_representative,yes,,,,,
Bryophyte,Climaciaceae,Climacium,dendroides,dtol_family_representative,yes,,,,,
Bryophyte,Conocephalaceae,Conocephalum,conicum,dtol_family_representative,yes,yes,,,,
Bryophyte,Conocephalaceae,Conocephalum,salebrosum,dtol_family_representative,yes,,,yes,,
Bryophyte,Cryphaeaceae,Cryphaea,heteromalla,dtol_family_representative,yes,,,,,
Bryophyte,Cryphaeaceae,Dendrocryphaea,lamyana,dtol,yes,,,,,
Bryophyte,Daltoniaceae,Achrophyllum,dentatum,dtol,,,,,,
Bryophyte,Daltoniaceae,Calyptrochaeta,apiculata,dtol,,,,,,
Bryophyte,Daltoniaceae,Daltonia,splachnoides,dtol_family_representative,yes,,,,,
Bryophyte,Dicranaceae,Dicranoloma,menziesii,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,majus,dtol_family_representative,,,,yes,,
Bryophyte,Dicranaceae,Dicranum,scoparium,dtol_family_representative,yes,yes,,,,
Bryophyte,Dicranaceae,Dicranum,bonjeanii,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,elongatum,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,flagellare,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,flexicaule,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,fuscescens,dtol,yes,,,,,
Bryophyte,Dicranaceae,Dicranum,leioneuron,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,montanum,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,polysetum,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,scottianum,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,spadiceum,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,spurium,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,tauricum,dtol,,,,,,
Bryophyte,Dicranaceae,Dicranum,undulatum,dtol,,,,,,
Bryophyte,Dicranaceae,Paraleucobryum,longifolium,dtol,,,,,,
Bryophyte,Dicranellaceae,Dicranella,heteromalla,dtol_family_representative,yes,yes,,,,
Bryophyte,Dicranellaceae,Dicranella,subulata,dtol_family_representative,,,,,,
Bryophyte,Dicranellaceae,Dicranella,cerviculata,dtol,,,,,,
Bryophyte,Dicranellaceae,Dicranella,crispa,dtol,,,,,,
Bryophyte,Dicranellaceae,Dicranella,grevilleana,dtol,,,,,,
Bryophyte,Dicranellaceae,Dicranella,howei,dtol,,,,,,
Bryophyte,Dicranellaceae,Dicranella,rufescens,dtol,,,,,,
Bryophyte,Dicranellaceae,Dicranella,schreberiana,dtol,yes,,,,,
Bryophyte,Dicranellaceae,Dicranella,staphylina,dtol,,,,,,
Bryophyte,Dicranellaceae,Dicranella,varia,dtol,,,,,,
Bryophyte,Diphysciaceae,Diphyscium,foliosum,dtol_family_representative,yes,,,,,
Bryophyte,Disceliaceae,Discelium,nudum,dtol_family_representative,yes,,,,,
Bryophyte,Distichiaceae,Distichium,capillaceum,dtol_family_representative,yes,,,,,
Bryophyte,Distichiaceae,Distichium,inclinatum,dtol,yes,,,,,
Bryophyte,Ditrichaceae,Ceratodon,conicus,dtol,,,,,,
Bryophyte,Ditrichaceae,Ceratodon,purpureus,dtol,yes,,,yes,,
Bryophyte,Ditrichaceae,Cheilothela,chloropus,dtol,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,heteromallum,dtol_family_representative,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,cornubicum,dtol,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,lineare,dtol,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,pallidum,dtol,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,plumbicola,dtol,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,pusillum,dtol,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,subulatum,dtol,,,,,,
Bryophyte,Ditrichaceae,Ditrichum,zonatum,dtol,,,,,,
Bryophyte,Ditrichaceae,Pleuridium,acuminatum,dtol,,,,,,
Bryophyte,Ditrichaceae,Pleuridium,subulatum,dtol,,,,,,
Bryophyte,Ditrichaceae,Pseudephemerum,nitidum,dtol,,,,,,
Bryophyte,Ditrichaceae,Trichodon,cylindricus,dtol_family_representative,yes,,,,,
Bryophyte,Dumortieraceae,Dumortiera,hirsuta,dtol_family_representative,yes,,,,,
Bryophyte,Encalyptaceae,Encalypta,ciliata,dtol_family_representative,,,,,,
Bryophyte,Encalyptaceae,Encalypta,streptocarpa,dtol_family_representative,yes,yes,,,,
Bryophyte,Encalyptaceae,Encalypta,alpina,dtol,,,,,,
Bryophyte,Encalyptaceae,Encalypta,brevicolla,dtol,,,,,,
Bryophyte,Encalyptaceae,Encalypta,pilifera,dtol,,,,,,
Bryophyte,Encalyptaceae,Encalypta,rhaptocarpa,dtol,,,,,,
Bryophyte,Encalyptaceae,Encalypta,vulgaris,dtol,yes,,,,,
Bryophyte,Endogemmaceae,Endogemma,caespiticia,dtol_family_representative,,,,,,
Bryophyte,Entodontaceae,Entodon,concinnus,dtol_family_representative,yes,,,,,
Bryophyte,Fissidentaceae,Fissidens,adianthoides,dtol_family_representative,,,,yes,,
Bryophyte,Fissidentaceae,Fissidens,osmundoides,dtol_family_representative,,yes,,,,
Bryophyte,Fissidentaceae,Fissidens,bryoides,dtol,yes,,,,,
Bryophyte,Fissidentaceae,Fissidens,celticus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,crassipes,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,crispus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,curvatus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,dubius,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,exilis,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,fontanus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,gracilifolius,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,incurvus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,monguillonii,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,polyphyllus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,pusillus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,rivularis,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,rufulus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,serrulatus,dtol,,,,,,
Bryophyte,Fissidentaceae,Fissidens,taxifolius,dtol,yes,,,,,
Bryophyte,Fissidentaceae,Fissidens,viridulus,dtol,,,,,,
